"tract","Name","Median_Hhold._Income_of_Residents_in_2012-16"
51510200703,"Southwest Quadrant, Alexandria, VA",103384
36087011101,"Valley Cottage, NY",103363
6113010605,"Lake Alhambra Estates, Davis, CA",103143
17031833000,"Near West Side, Chicago, IL",102885
55133204501,"Oconomowoc, WI",102590
53033022500,"Moss Bay, Kirkland, WA",102216
4013812700,"Fox Crossing, Chandler, AZ",101840
27037061009,"Rosemount, MN",101400
6085504317,"North San Jose, San Jose, CA",101128
27037060734,"Eagan, MN",100898
34013021400,"Cedar Grove, NJ",100244
6037621301,"South Redondo, Redondo Beach, CA",99880
17113005201,"Bloomington, IL",99459
27003050215,"Ham Lake, MN",99188
25017350103,"Ten Hills, Somerville, MA",99086
49011126304,"Centerville, UT",98374
48397040102,"Rockwall, TX",97829
34023007912,"Old Bridge, Old Bridge Township, NJ",97520
6097150100,"Sonoma, CA",97375
48439113922,"Fort Worth, TX",97007
8031003001,"Platt Park, Denver, CO",96697
36079010200,"Patterson, NY",96404
36059407600,"Westbury, NY",96285
36059416401,"Long Beach, NY",96155
36071011900,"Goshen, NY",95903
44001030100,"Barrington, RI",95320
42077006203,"Allentown, PA",95259
55131450105,"Slinger, WI",95174
36047052800,"Kings County, NY",95051
48139060211,"Midlothian, TX",94900
34023000606,"Piscataway Township, NJ",94898
53061052006,"The Highlands at Mill Creek, Mill Creek, WA",94094
19103010200,"Swisher, IA",94091
17097860811,"Antioch, IL",94017
51810045417,"Virginia Beach, VA",93798
18043071003,"Floyds Knobs, IN",93332
26125128600,"Lake Orion, Orion charter Township, MI",93302
6073010800,"Coronado, CA",92781
17097864904,"Deerfield, IL",92582
51013102302,"Barcroft, Arlington, VA",92507
17097864408,"Lake Zurich, IL",92428
36029013202,"Hamburg, NY",92328
36055011504,"Penfield, NY",91932
12011090503,"Emerald Hills, Hollywood, FL",91828
42077006304,"Allentown, PA",91759
37063001604,"Durham, NC",91313
36061014602,"Upper East Side, New York, NY",90760
36061010000,"Midtown East, New York, NY",90683
6053012800,"Monterey, CA",90649
53021020501,"Pasco, WA",90607
48339691100,"Spring, TX",90586
48027023403,"Salado, TX",90580
33015056000,"Deerfield, NH",90435
24031705602,"Chevy Chase, MD",90408
8123002203,"Windsor, CO",89722
17197881001,"Lockport, IL",89188
12086008405,"Miami, FL",88879
2170001001,"Lakes, Wasilla, AK",88802
49035103800,"Sugar House, Salt Lake City, UT",88711
24025306400,"Havre de Grace, MD",88318
55133201704,"Muskego, WI",88298
21111010102,"Louisville, KY",88211
12099007762,"West Palm Beach, FL",88114
53033029305,"Kent, WA",88056
48187210607,"New Braunfels, TX",87768
48085031636,"Spring Crk Pkwy Estates, Plano, TX",87448
26093713700,"Howell, MI",87232
9003430602,"Southington, CT",87232
29189221423,"Fenton, MO",87209
21185030402,"La Grange, KY",87151
6083001905,"Santa Ynez, CA",87027
19113000902,"Cedar Rapids, IA",86814
36117020202,"Macedon, NY",86637
37183053724,"Northwest Raleigh, Raleigh, NC",86329
40083600800,"Edmond, OK",86292
6073020103,"North Ridge, Escondido, CA",86190
53073000804,"Bellingham, WA",86116
25017327103,"Pepperell, MA",85313
42091201800,"Jenkintown, PA",85175
36111954400,"Pine Bush, NY",85093
4013812100,"Chandler, AZ",85049
17031070200,"Lincoln Park, Chicago, IL",84929
20173002000,"College Hill, Wichita, KS",84867
18127050101,"Valparaiso, IN",84308
48453001740,"Circle C Ranch, Austin, TX",84012
48439111310,"Southeast Arlington, Arlington, TX",83876
6001443002,"Grimmer, Fremont, CA",83801
6065049000,"Moreno Valley, CA",83744
39035186105,"Strongsville, OH",83694
42043024503,"Hummelstown, PA",82812
6037800329,"Agoura Hills, CA",82807
42045403602,"Norwood, PA",82775
6059099233,"Fountain Valley, CA",82675
42045409000,"Drexel Hill, Havertown, PA",82650
51095080402,"Williamsburg, VA",82565
36085017011,"Richmond County, NY",82361
12057005500,"Historic Hyde Park North, Tampa, FL",82255
36047003800,"Kings County, NY",82021
47157004300,"Downtown, Memphis, TN",81898
6059052519,"Woodbridge, Irvine, CA",81495
39049009740,"Grove City, OH",81390
19155021400,"Honey Creek, IA",81302
27053026812,"Minneapolis, MN",81270
6085501102,"Central San Jose, San Jose, CA",81204
4013810800,"Chandler, AZ",81164
25023520100,"Abington, MA",81129
13097080402,"Winston, GA",81111
29095014112,"Grain Valley, MO",80855
34029722402,"Toms River, NJ",80752
6037550602,"Downey, CA",80650
36061017900,"Upper West Side, New York, NY",80459
9003514900,"Central Manchester, Manchester, CT",80364
49035112817,"Draper, UT",80219
36103123401,"Lindenhurst, NY",80195
51041100703,"Petersburg, VA",80155
13135050544,"Lawrenceville, GA",79913
51085321402,"Mechanicsville, VA",79872
28121020801,"Brandon, MS",79708
26125160700,"Southfield, MI",79621
55025013000,"Cross Plains, WI",79569
35001003715,"Tanoan Comm, Albuquerque, NM",79561
6037930301,"Azusa, CA",79415
36029014101,"Erie County, NY",79190
48201553700,"Wimbledon Estates & Racquet Club, Spring, TX",79059
17031740400,"Mount Greenwood, Chicago, IL",79023
9001072700,"North End, Bridgeport, CT",78853
34039033100,"Union, NJ",78337
21093001001,"Elizabethtown, KY",78181
6001436700,"Santa Clara, Hayward, CA",78166
45079011416,"Lake Carolina, Columbia, SC",77934
35049010700,"Santa Fe, NM",77931
51059491303,"Centreville, VA",77864
51810041600,"Northwest, Virginia Beach, VA",77701
13227050100,"Jasper, GA",77664
6075035202,"Outer Sunset, San Francisco, CA",77563
6077003208,"Spanos Park, Stockton, CA",77547
42003427100,"Pittsburgh, PA",77416
26077003002,"Schoolcraft, MI",77075
26049010201,"Clio, MI",77043
42011013402,"Boyertown, PA",76968
34029714400,"Mantoloking, NJ",76863
25027736400,"Auburn, MA",76573
34037374900,"Hopatcong, NJ",75872
24025303900,"Bel Air, MD",75840
6075023003,"Bayview, San Francisco, CA",75575
51600300100,"Fairfax, VA",75500
31055006904,"South Central Omaha, Omaha, NE",75427
29071800202,"Washington, MO",75342
37025042603,"Concord, NC",75324
34031236601,"Haskell, Wanaque, NJ",75241
12115002100,"Osprey, FL",75175
6065040403,"Mira Loma, Riverside, CA",74822
12073002411,"Tallahassee, FL",74806
48121021303,"Denton, TX",74658
6073006000,"Bankers Hill, San Diego, CA",74606
6037134302,"West Hills, Los Angeles, CA",74549
6013320001,"Martinez, CA",74498
12086000131,"Aventura, FL",74217
6037139001,"Encino, Los Angeles, CA",73974
21117064700,"Fort Mitchell, KY",73829
45063021116,"Columbia, SC",73819
36085029103,"Richmond County, NY",73801
42045406202,"Brookhaven, PA",73695
42101001101,"Center City, Philadelphia, PA",73616
13067031118,"Smyrna, GA",73543
20103071203,"Basehor, KS",73374
55055100400,"Waterloo, WI",72984
6085503305,"East San Jose, San Jose, CA",72899
2170001300,"Palmer, AK",72831
22073010202,"Monroe, LA",72812
13121009101,"Ardmore, Atlanta, GA",72733
48075950100,"Childress, TX",72584
47157021140,"Cordova, Memphis, TN",72557
36027070301,"Hyde Park, NY",72503
42095016500,"Bath, PA",72419
27053107600,"Cooper, Minneapolis, MN",72319
13047030202,"Ringgold, GA",72199
37119006007,"Harwood Lane, Charlotte, NC",72192
36047102800,"Kings County, NY",72091
27027030202,"Barnesville, MN",72075
45019002802,"West Ashley, Charleston, SC",71962
4013422205,"Dobson Ranch, Mesa, AZ",71949
1089002721,"Huntsville, AL",71844
34029725100,"Beachwood, NJ",71830
29183310301,"Saint Charles, MO",71762
40145030406,"Broken Arrow, OK",71497
33001966401,"Gilford, NH",71473
8059012026,"Evergreen, CO",71340
13153021108,"Bonaire, GA",71302
36083041200,"Troy, NY",71289
36047064800,"Kings County, NY",71244
36119001402,"Lincoln Park, Yonkers, NY",70923
21215080102,"Taylorsville, KY",70774
29189215005,"St. Louis, MO",70748
4013319905,"South Tempe, Tempe, AZ",70542
42077002301,"Allentown, PA",70437
36027210201,"Beacon, NY",70362
53029970300,"Oak Harbor, WA",70303
48453001841,"Pflugerville, TX",70250
41067031807,"West Beaverton, Beaverton, OR",70088
12033001101,"Northeast Pensacola, Pensacola, FL",70061
41039002903,"Eugene, OR",69951
51540000800,"Greenbrier, Charlottesville, VA",69838
53033011900,"Rainier Valley, Seattle, WA",69775
6095251702,"Vallejo, CA",69696
26065004901,"Okemos, Meridian charter Township, MI",69680
6037577200,"Belmont Heights, Long Beach, CA",69579
51087201404,"Sandston, VA",69540
6017030504,"South Lake Tahoe, CA",69457
45013010300,"Hilton Head Island, SC",69396
8014031200,"Broomfield, CO",69305
40087400101,"Newcastle, OK",69152
39049006394,"Western Hills, Powell, OH",68881
27053109100,"Southwest Minneapolis, Minneapolis, MN",68730
6037216700,"Central LA, Los Angeles, CA",68726
53033009900,"Delridge, Seattle, WA",68558
39089759100,"Hebron, OH",68402
22051022301,"Bonnabel Place, Metairie, LA",68364
48227950200,"Big Spring, TX",68070
12057011407,"Carrollwood Village Phase II, Tampa, FL",68048
26055550800,"Traverse City, MI",67943
39041012300,"Sunbury, OH",67627
13135050715,"Lilburn, GA",67490
12011030702,"Coconut Creek, FL",67430
20173007204,"Wichita, KS",67411
32003005902,"Moapa, NV",67276
48355003402,"South Side, Corpus Christi, TX",66948
48453001843,"North Austin, Austin, TX",66906
17097861202,"Round Lake Beach, IL",66902
6037131600,"Reseda, Los Angeles, CA",66813
36007014301,"Vestal, NY",66774
27037060726,"Saint Paul, MN",66677
24510270302,"Waltherson, Baltimore, MD",66406
36111950600,"Bearsville, NY",66273
17031700302,"Ashburn, Chicago, IL",66182
26161402500,"King, Ann Arbor, MI",66165
17079977300,"Newton, IL",66145
6037214400,"Central LA, Los Angeles, CA",66068
53003960100,"Asotin, WA",65750
9007541402,"Middletown, CT",65681
26163580500,"Wyandotte, MI",65592
26091060100,"Britton, MI",65510
48135002300,"Odessa, TX",65467
24003706401,"Annapolis, MD",65452
49011125805,"Layton, UT",65363
48121021523,"The Colony, TX",65189
53033011700,"Greater Duwamish, Seattle, WA",64953
12086007104,"Coconut Grove, Miami, FL",64937
18097310311,"Indianapolis, IN",64820
13063040615,"Jonesboro, GA",64784
36105950400,"Livingston Manor, NY",64715
12009066101,"Melbourne Beach, FL",64710
12099004401,"Lake Worth, FL",64684
51810045808,"Virginia Beach, VA",64602
54051021300,"Benwood, WV",64583
42007602400,"Beaver, PA",64578
12099006012,"Boynton Beach, FL",64461
29019001901,"Harrisburg, MO",64425
17031802403,"Wheeling, IL",63943
6037137201,"Woodland Hills, Los Angeles, CA",63922
6059032054,"Rancho Santa Margarita, CA",63770
6077005305,"Tracy, CA",63745
24015031202,"Perryville, MD",63705
18089042702,"Schererville, IN",63676
26065003302,"Lansing, MI",63573
13121008903,"Bolton, Atlanta, GA",63522
20095961100,"Murdock, KS",63485
39093090100,"Columbia Station, OH",63445
17021958600,"Stonington, IL",63438
6037555001,"Lakewood, CA",63391
21111008500,"Cherokee Seneca, Louisville, KY",63380
17099963500,"Ottawa, IL",63180
50007004002,"South Burlington, VT",63155
45083023401,"Spartanburg, SC",63029
26163593300,"Woodhaven, MI",63015
37049961100,"Havelock, NC",62956
1073012305,"Pleasant Grove, AL",62956
24047950900,"Berlin, MD",62956
1089010200,"Gurley, AL",62946
44007013701,"Cranston, RI",62837
21111010005,"Lyndon, KY",62721
9009184400,"Branford, CT",62665
12071040114,"Arborwood, Fort Myers, FL",62661
39141955601,"Chillicothe, OH",62633
18023950100,"Frankfort, IN",62606
41005022710,"Wilsonville, OR",62574
6001436800,"Santa Clara, Hayward, CA",62516
8041004507,"Fountain Valley, Colorado Springs, CO",62445
18027954400,"Washington, IN",62262
6065042408,"Moreno Valley, CA",62149
6029005401,"Ridgecrest, CA",62116
17115001400,"Decatur, IL",62105
6087120302,"Ben Lomond, CA",61882
48453002423,"South Austin, Austin, TX",61698
12021010212,"Naples, FL",61688
55131420106,"West Bend, WI",61599
39149971500,"Anna, OH",61588
6059086301,"Southeast Anaheim, Anaheim, CA",61421
39035184106,"Solon, OH",61396
37119005509,"Davis Lake - Eastfield, Charlotte, NC",61361
6013365003,"Richmond, CA",61204
53061053509,"Arlington, WA",61202
39055310900,"Chardon, OH",61104
22023970201,"Hackberry, LA",60956
6081612000,"East Palo Alto, CA",60899
36081054800,"Queens County, NY",60882
36069052000,"Hemlock, NY",60805
31055007433,"Northwest Omaha, Omaha, NE",60792
29019001701,"Ashland, MO",60656
6037482522,"South Montebello, Montebello, CA",60395
53063012801,"Spokane Valley, WA",60305
6005000200,"Fiddletown, CA",60287
21073071100,"Frankfort, KY",60281
6037551501,"Downey, CA",60271
12087970300,"Key Largo, FL",60123
55029100600,"Sturgeon Bay, WI",60097
15009031900,"Kahului, HI",60092
41051002502,"Northeast Portland, Portland, OR",60044
50005957600,"Danville, VT",60024
34017002800,"McGinley Square, Jersey City, NJ",59989
37025040500,"Concord, NC",59967
26147652100,"Township of Kenockee, MI",59950
42095018300,"Bangor, PA",59934
17089850500,"West Dundee, IL",59847
6037500403,"El Rancho, Pico Rivera, CA",59767
42133020100,"New Cumberland, PA",59685
16001002413,"West Valley, Boise, ID",59676
6097152100,"North Junior College Neighborhood Association, Santa Rosa, CA",59646
39049006387,"Brookside Woods, Columbus, OH",59562
46109950400,"Wilmot, SD",59458
37089930701,"Mills River, NC",59442
26163554300,"Redford Charter Township, MI",59394
48439113918,"Summerfields, Fort Worth, TX",59292
24005440300,"Nottingham, MD",59283
25021417902,"Quincy, MA",59252
36081096400,"Queens County, NY",59223
12011020205,"Margate, FL",59105
6059063902,"Costa Mesa, CA",59094
17179021102,"Pekin, IL",59088
42089301204,"Effort, PA",59034
12085000603,"Palm City, FL",59021
17101880700,"Lawrenceville, IL",58983
34015501603,"Williamstown, Monroe Township, NJ",58955
27083360300,"Marshall, MN",58892
17183010702,"Catlin, IL",58882
31037964700,"Schuyler, NE",58882
42133023710,"Felton, PA",58841
12105014005,"Winter Haven, FL",58808
18093950600,"Springville, IN",58691
42021012500,"Ebensburg, PA",58635
55073000300,"Wausau, WI",58551
37067003201,"Kernersville, NC",58542
12086010204,"Miami, FL",58519
48051970400,"Snook, TX",58475
17197880107,"Bolingbrook, IL",58220
12015020103,"Punta Gorda, FL",58110
37135012100,"Chapel Hill, NC",58098
6001424002,"Southwest Berkeley, Berkeley, CA",57912
6065051100,"Moreno Valley, CA",57776
29510103400,"Lindenwood Park, St. Louis, MO",57771
39101010201,"Marion, OH",57738
9005310100,"Torrington, CT",57548
32003002944,"Las Vegas, NV",57085
26049012501,"Clio, MI",57015
39051040200,"Swanton, OH",56978
32003003229,"Centennial Point, Las Vegas, NV",56960
48311950100,"Tilden, TX",56872
1101005901,"Hope Hull, AL",56809
29189221301,"Concord, St. Louis, MO",56804
39137030200,"Continental, OH",56796
56029965400,"Cody, WY",56723
4013060901,"Rancho El Mirage, El Mirage, AZ",56718
17089852906,"Aurora, IL",56633
36047057100,"Kings County, NY",56556
36083052103,"Berlin, NY",56519
17031010701,"Rogers Park, Chicago, IL",56397
34003057200,"Wallington, NJ",56372
41051010002,"Northwest, Gresham, OR",56372
6077003801,"Weston Ranch, Stockton, CA",56302
21145031100,"Paducah, KY",56212
40027201802,"South Oklahoma City, Oklahoma City, OK",56107
12107950100,"Palatka, FL",56022
27053104400,"Downtown West, Minneapolis, MN",56014
42101036400,"Northeast Philadelphia, Philadelphia, PA",56012
49035114700,"Rose Park, Salt Lake City, UT",55858
22055001406,"Lafayette, LA",55816
55085970101,"Three Lakes, WI",55703
26125131800,"Highland, Highland Charter Township, MI",55627
19067480100,"Charles City, IA",55586
6001431100,"Castro Valley, CA",55549
48143950100,"Stephenville, TX",55489
53061041806,"Twin Creeks, Everett, WA",55486
47037017100,"Melrose, Nashville, TN",55482
12115001304,"Sarasota, FL",55469
6067007206,"Elverta, CA",55450
34023006900,"South River, NJ",55446
36055011601,"Penfield, NY",55395
33003956000,"Sanbornville, Wakefield, NH",55278
8075965900,"Peetz, CO",55275
36081011800,"Queens County, NY",55263
6019007004,"Selma, CA",55247
13063040621,"Hampton, GA",55230
34003023100,"Hackensack, NJ",55190
48003950300,"Andrews, TX",55137
8001009502,"Denver, CO",55114
5091020801,"Trinity, Texarkana, AR",55091
51015070700,"Verona, VA",55062
29043020203,"Nixa, MO",55008
6037183101,"Eagle Rock, Los Angeles, CA",54932
17121952200,"Salem, IL",54832
19153011114,"West Des Moines, IA",54829
41005022906,"Canby, OR",54745
6097151308,"Rohnert Park, CA",54695
53011041317,"Fircrest, Vancouver, WA",54672
41047010202,"Hubbard, OR",54571
6067001700,"Southeastern Sacramento, Sacramento, CA",54509
4005001600,"Sedona, AZ",54366
32003005804,"Peccole Ranch, Las Vegas, NV",54366
48113016804,"Lancaster, TX",54323
34009022000,"Cape May, NJ",54223
37183052707,"Northeast Raleigh, Raleigh, NC",54198
53063012600,"Spokane Valley, WA",54120
42003459202,"Pittsburgh, PA",54097
39035161200,"Lakewood, OH",54020
12115002718,"Englewood, FL",54000
17037000100,"Genoa, IL",53834
55059002903,"Silver Lake, WI",53821
18143967100,"Lexington, IN",53752
32003005104,"Green Valley North, Henderson, NV",53706
26081000300,"Creston, Grand Rapids, MI",53528
33017081500,"Dover, NH",53250
12071001915,"Fort Myers, FL",53249
6059086501,"Anaheim Colony Historic District, Anaheim, CA",53247
4013105300,"North Mountain Village, Phoenix, AZ",53220
17085020300,"Galena, IL",53165
1083021100,"Athens, AL",53080
31117957900,"Tryon, NE",53080
44007015900,"Pawtucket, RI",53054
5119003608,"Jacksonville, AR",53007
17031817400,"Maywood, IL",52999
13059130500,"Bogart, GA",52669
36095740100,"Schoharie, NY",52546
6077005124,"Manteca, CA",52544
23011020000,"South China, China, ME",52463
53063001100,"Northwest Spokane, Spokane, WA",52463
48113012206,"Buckner Terrace / Everglade Park, Dallas, TX",52441
54065970700,"Berkeley Springs, WV",52400
32019960800,"Yerington, NV",52236
26045020700,"Vermontville, MI",52220
48157670500,"Hunters Glen, Missouri City, TX",52216
6059088802,"Garden Grove, CA",52064
13223120400,"Dallas, GA",52020
29071800500,"Leslie, MO",51965
42121201300,"Seneca, PA",51940
48291701100,"Dayton, TX",51846
18103952100,"Peru, IN",51802
1073012403,"Adamsville, AL",51714
12009071340,"Palm Bay, FL",51712
39061026600,"Dayton, OH",51704
13297110800,"Social Circle, GA",51681
17031823303,"Chicago, IL",51573
18027954500,"Loogootee, IN",51496
47045964000,"Newbern, TN",51489
1073011104,"Birmingham, AL",51337
36059407000,"Hempstead, NY",51229
12115002507,"Venice, FL",51221
41067032901,"Cornelius, OR",51212
18003011205,"New Haven, IN",51131
36055013701,"Rochester, NY",51111
6007003501,"Gridley, CA",51082
51700032300,"Fort Eustis, Newport News, VA",51080
48453002402,"South Austin, Austin, TX",51023
50025967100,"Bellows Falls, Town of Rockingham, VT",50951
37119005617,"Silverwood, Charlotte, NC",50931
19023070200,"Dumont, IA",50930
48201533500,"Hidden Valley, Houston, TX",50858
15003004100,"Makiki - Lower Punchbowl - Tantalus, Honolulu, HI",50851
20079030400,"Newton, KS",50815
47065011446,"Concord Audobon, Chattanooga, TN",50784
6065042518,"Moreno Valley, CA",50732
42029301401,"Pottstown, PA",50691
26065003801,"East Lansing, MI",50688
